product_name,brand-name,rating,ingredients,product_url
Hydrate Superfood Hair Mask,Pureology,4.6,"Aqua/Water/Eau, Cetearyl Alcohol, Glycine Soja Oil/Soybean Oil, Behentrimonium Chloride, Parfum/Fragrance, Isopropyl Alcohol, Glycerin, Phenoxyethanol, Tocopheryl Acetate, Cocos Nucifera Oil/Coconut Oil, Persea Gratissima Oil/Avocado Oil, Ethylhexyl Methoxycinnamate, Butylene Glycol, Bht, Chlorhexidine Digluconate, Helianthus Annuus Seed Extract/Sunflower Seed Extract, Limonene, Citric Acid, Coumarin, CI 19140/Yellow 5, CI 14700/Red 4, Melanin, Tocopherol, Pentylene Glycol, Helianthus Annuus Seed Oil/Sunflower Seed Oil, Rosmarinus Officinalis Leaf Extract/Rosemary Leaf Extract, Ethylhexylglycerin.",https://www.ulta.com/p/hydrate-superfood-hair-mask-xlsImpprod16721071
Perfect Hair Day (PhD) 5-in-1 Styling Treatment,Living Proof,4.4,"Water/Eau/Aqua, Myristyl Alcohol, Maltodextrin/VP Copolymer, Octafluoropentyl Methacrylate, Lauryl Methyl Gluceth-10 Hydroxypropyldimonium Chloride, Behentrimonium Methosulfate, Polyalkylaminoester-1, Polyquaternium-55, Hydroxyethylcellulose, C10-40 Isoalkylamidopropylethyldimonium Ethosulfate, Behenyl/Stearyl Aminopropanediol Esters, DimethylPABAminopropyl Laurdimonium Tosylate, PPG-3 Benzyl Ether Ethylhexanoate, Oleth-10, Cetyl Alcohol, PPG-2 Myristyl Ether Propionate, Steareth-2, Oleyl Alcohol, Steareth-10, Astrocaryum Tucuma Seed Butter, Dipropylene Glycol, Butylene Glycol, Myrica Pubescens Fruit Wax, Caprylic Acid, Lauric Acid, Potassium Sorbate, Propanediol, Fragrance/Parfum, Butylphenyl Methylpropional, Citral, Citronellol.",https://www.ulta.com/p/perfect-hair-day-phd-5-in-1-styling-treatment-xlsImpprod5810113
ACV Daily Scalp Serum,dpHUE,4.4,"Aqua/Water/Eau, Propanediol, Butylene Glycol, Glycerin, Apple Cider Vinegar, Pyrus Malus (Apple) Fruit Extract, Polyquaternium-68, 1,2-Hexanediol, Hydroxyethylcellulose, Malus Domestica Fruit Cell Culture Extract, Xanthan Gum, Lecithin, Lepidium Meyenii (Maca) Root Extract, Maltodextrin, Caprylhydroxamic Acid, Tetrasodium Glutamate Diacetate, Dextran, Sodium Hyaluronate, Sodium Acetate, Cellulose, Acetyl Tetrapeptide-3, Trifolium Pratense (Clover) Flower Extract, Zingiber Officinale (Ginger) Root Water, Spathodea Campanulata Flower Extract, Aloe Barbadensis Leaf Juice, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Phenoxyethanol, Ethylhexylglycerin, Potassium Sorbate, Sodium Hydroxide, Sorbic Acid",https://www.ulta.com/p/acv-daily-scalp-serum-pimprod2033050
Scalp Relief Kit,Nioxin,4.1,"Cleanser/Shampoo: Aqua/Water/Eau, Cocamidopropyl Betaine, Sodium Methyl Oleoyl Taurate, Sodium Lauroyl Sarcosinate, Parfum/Fragrance, Phenoxyethanol, Sodium Benzoate, Citric Acid, Polyquaternium-10, Glycerin, Ethylhexylglycerin, Aloe Barbadensis Leaf Juice, Isostearyl Alcohol, Boswellia Serrata Gum, Tocopherol, Potassium Sorbate, Sodium Citrate, Sodium Sulfite.,Conditioner: Aqua/Water/Eau, Cetyl Alcohol, Stearamidopropyl Dimethylamine, Phenoxyethanol, Stearyl Alcohol, Quaternium-18, Parfum/Fragrance, Cetearyl Alcohol And Polysorbate 60, Benzyl Alcohol, Hydroxypropyl Guar, Glyceryl Stearate, Oleyl Alcohol, Hydroxyethylcellulose, Citric Acid, Ethylhexylglycerin, Isostearyl Alcohol, Glycerin, Boswellia Serrata Gum, Aloe Barbadensis Leaf Juice, Disodium Phosphate, Polysorbate 60, Sodium Phosphate, Tocopherol, Potassium Sorbate, Sodium Benzoate, Sodium Sulfite.,Serum: Aqua/Water/Eau, Niacinamide, Glycerin, Parfum/Fragrance, Steareth-20, Peg-40 Hydrogenated Castor Oil, Sodium Benzoate, Benzyl Alcohol, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Isostearyl Alcohol, Acetamide Mea, Peg-23m, Tetrasodium EDTA, Boswellia Serrata Gum, Peg-30 Dipolyhydroxystearate, Trideceth-6, Aloe Barbadensis Leaf Juice, Silica, Bht, Potassium Sorbate, Citric Acid, Sodium Sulfite.",https://www.ulta.com/p/scalp-relief-kit-pimprod2023608
Moisture Recovery Treatment Balm,Joico,4.7,"Water/Aqua/Eau, Butylene Glycol, Dimethicone, Sorbitol, Behenyl Alcohol, Stearyl Alcohol, Behentrimonium Chloride, Cetyl Alcohol, Glyceryl Oleate, Fragrance/Parfum, Phenoxyethanol, Laurdimonium Hydroxypropyl Hydrolyzed Keratin, Arginine Hcl, Rosa Canina Fruit Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Butyrospermum Parkii (Shea) Butter, Olea Europaea (Olive) Fruit Oil, Hydrogenated Vegetable Oil, Astrocaryum Murumuru Seed Butter, Hydrolyzed Algin, Sea Water/Maris Aqua/Eau De Mer, Chlorella Vulgaris Extract, Phosphatidylcholine, Aminopropyl Dimethicone, Glutamic Acid, Stearyl Dihydroxypropyldimonium Oligosaccharides, Peg-90m, Octyldodecanol, Steartrimonium Chloride, Peg-6 Methyl Ether Dimethicone, Glycerin, Propylene Glycol, Peg-4 Laurate, Tetrasodium Glutamate Diacetate, Isopropyl Alcohol, Sodium Hydroxide, Iodopropynyl Butylcarbamate, Citric Acid, Limonene, Benzyl Benzoate, Orange 4 (CI 15510), Yellow 5 (CI 19140).",https://www.ulta.com/p/moisture-recovery-treatment-balm-pimprod2014361
Flourish Thickening & Hydrating Mask for Thinning Hair,Virtue,4.9,"Aqua (Water, Eau), Cetearyl Alcohol, Brassicamidopropyl Dimethylamine, Dimethicone, Cetyl Esters, Cetyl Alcohol, Behentrimonium Chloride, Isododecane, Glycerin, Ceteareth-20, Hydrogenated Ethylhexyl Olivate, Keratin, Trifolium Pratense (Clover) Flower Extract, Larix Europaea Wood Extract, Panthenol, Tocopherol, Biotin, Niacinamide, Quercus Petraea Fruit Extract, Salvia Hispanica Seed Extract, Hydrolyzed Adansonia Digitata Seed Extract, Sodium Ascorbyl Phosphate, Oryza Sativa (Rice) Seed Protein, Acetyl Tetrapeptide-3, Caesalpinia Spinosa Fruit Extract, Sphinganine, Caffeine, Helianthus Annuus (Sunflower) Extract, Coffea Robusta Seed Extract, Tocopheryl Acetate, Oryza Sativa (Rice) Bran Extract, Gaultheria Procumbens (Wintergreen) Leaf Extract, Oryza Sativa (Rice) Extract, Coco-Caprylate/Caprate, Butyrospermum Parkii (Shea) Butter, Camellia Sinensis Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Triheptanoin, Sodium Starch Octenylsuccinate, Beta Vulgaris (Beet) Root Extract, Dextran, Calcium Pantothenate, Sodium PCA, Xylitol, Trehalose, Sodium Lactate, Galactoarabinan, Castor Oil/IPDI Copolymer, Arginine, Jojoba Esters, Caprylyl/Capryl Glucoside, Aspartic Acid, PCA, Fructooligosaccharides, Amodimethicone, Hydrogenated Olive Oil Unsaponifiables, Propanediol, Caprylyl Glycol, Ethylhexylglycerin, Fragrance (Parfum), Polysorbate 60, Gluconolactone, Alanine, Serine, Valine, Threonine, Proline, Isoleucine, Caprylic Acid, Helianthus Annuus (Sunflower) Sprout Extract, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Zinc Chloride, Phenylalanine, Histidine, Butylene Glycol, Dilinoleic Acid/Butanediol Copolymer, Lactic Acid, Sodium Dilauramidoglutamide Lysine, Acetic Acid, Maltodextrin, Citric Acid, Silica, Calcium Gluconate, Hydroxyethylcellulose, C11-15 Alketh-7, Sodium Phytate, Trideceth-12, Potassium Lactate, Polyquaternium-37, Sodium Metabisulfite, Pyridoxine HCL, Ethyl Linoleate, Glycine, Ethyl Oleate, Sorbitan Oleate, Laureth-9, Sodium Phosphate, Phytic Acid, Disodium Phosphate, Phenoxyethanol, Benzyl Alcohol, Chlorphenesin, Polysorbate 20, Sodium Benzoate, Potassium Sorbate, Citronellol, Limonene, Linalool, Geraniol",https://www.ulta.com/p/flourish-thickening-hydrating-mask-thinning-hair-pimprod2034288
Ghost Dry Conditioner Oil,Verb,4.8,"Butane, SD Alcohol 40-B (Alcohol Denat.), Propane, Isobutane, Moringa Oleifera Seed Oil, Chamomilla Recutita (Chamomile) Flower Extract, Helianthus Annuus (Sunflower) Seed Oil, Tocopheryl Acetate, Retinyl Palmitate, Aqua/Water/Eau, Propylene Glycol, Ethyl Ester of Hydrolyzed Silk, Glycerin, Parfum/Fragrance, Aminopropyl Phenyl Trimethicone, Isopropyl Myristate, Phenoxyethanol, Limonene, Butylphenyl Methylpropional, Hydroxycitronellal, Linalool, Benzyl Salicylate, Geraniol, Alpha-isomethyl Ionone, Hexyl Cinnamal, Citronellol.",https://www.ulta.com/p/ghost-dry-conditioner-oil-pimprod2024763
Rosemary Mint Strengthening Hair Masque,Mielle,4.8,"Water (Aqua, Eau), Behentrimonium Methosulfate, Cetearyl Alcohol, Aloe Barbadensis Leaf Juice (Decolorized), Prunus Amygdalus Dulcis (Sweet Almond) Oil, Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Copernicia Cerifera (Carnauba) Wax, Polysorbate-20, Macadamia Integrifolia Seed Oil, Glyceryl Stearate, Butyrospermum Parkii (Shea) Butter, Tocopheryl Acetate, *Orbignya Oleifera (Babassu) Seed Oil, *Zingiber Officinale (Ginger) Root Oil, *Cocos Nucifera (Coconut) Oil, Panthenol, Phytantriol, Mentha Piperita Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Ricinus Communis (Castor) Seed Oil, Equisetum Arvense (Horsetail Grass) Extract, Lawsonia Inermis (Henna) Extract, Rosmarinus Officinalis (Rosemary) Leaves Extract, Anthemis Nobilis (Chamomile) Flower Extract, Symphytum Officinale (Comfrey Leaves) Extract, Humulus Lupulus (Hops) Extract, Urtica Dioica (Nettle) Extract, Honey, Biotin, Cetrimonium Chloride, Sesamum Indicum (Sesame) Seed Oil, Phenoxyethanol, Benzoic Acid, Ethylhexylglycerin, Glycereth-2 Cocoate",https://www.ulta.com/p/rosemary-mint-strengthening-hair-masque-pimprod2033946
Starter Size GrandeHAIR Enhancing Serum,Grande Cosmetics,4.3,"Water/Aqua/Eau, Glycerin, Butylene Glycol, Polysorbate 20, PEG-40 Hydrogenated Caster Oil, Menthyl Lactate, Alanine, Alcohol, Apigenin, Arctostaphylos Uva Ursi Leaf Extract, Arginine, Aspartic Acid, Biotinoyl Tripeptide-1, Bisabolol, Calendula Officinalis Flower Extract, Camellia Oleifera Leaf Extract, Carica Papaya (Papaya) Fruit Extract, Disodium EDTA, Geranium Maculatum Extract, Ginkgo Biloba Leaf Extract, Glycine, Glycyrrhiza Glabra (Licorice) Root Extract, Histidine, Hydrolyzed Wheat Protein, Isoleucine, Isopropyl Cloprostenate, Magnesium, Ascorbyl Phosphate, Oleanolic Acid, Panax Ginseng Root Extract, Panthenol, Fragrance/Parfum, PCA, Phenylalanine, Pilocarpus Pennatifolius Leaf Extract, PPG-26-Buteth-26, Proline, Serine, Sodium Lactate, Sodium PCA, Taraxacum Officinale (Dandelion) Leaf Extract, Threonine, Valine, Vitis Vinifera (Grape) Seed Extract, Benzoic Acid, Chlorphenesin, Phenoxyethanol, Sodium Benzoate, Sodium Metabisulfite, Sorbic Acid, Alpha-Isomethyl Ionone, Benzyl Benzoate, Citronellol, Hexyl Cinnamal.",https://www.ulta.com/p/starter-size-grandehair-enhancing-serum-pimprod2018817
Healing Moisture Moi Moi Hair Masque,L'anza,5,"Water/Eau (Aqua), Cetearyl Alcohol, Glycol Distearate, Glycereth-26, Cyclopentasiloxane, Dimethiconol Meadowfoamate, Glyceryl Stearate SE, Silicone Quaternium-3, Steartrimonium Chloride, Dimethicone PEG-8 Meadowfoamate, Panthenyl Ethyl Ether, Keratin Amino Acids, Crambe Abyssinica Seed Oil, Orbignya Speciosa Kernel Oil, Euterpe Oleracea Fruit Oil, Coffea Arabica Seed Oil, Astrocaryum Murumuru Seed Butter, Polygonum Cuspidatum Root Extract, Stevia Rebaudiana Leaf/Stem Extract, Aloe Barbadensis Leaf Extract, Cereus Grandiflorus Flower Extract, Aleurites Moluccana Seed Oil, Sodium PCA, Magnesium PCA, Zinc PCA, Manganese PCA, Ascorbyl Methylsilanol Pectinate, Phytic Acid, Phytantriol, Dimethicone, Polyether-1, Trideceth-12, BHT, Trimethylsiloxyamodimethicone, Sodium Hyaluronate, Phenoxyethanol, Aminomethyl Propanol, Caprylyl Glycol, Isopentyldiol, Tocopheryl Acetate, Cetrimonium Chloride, Glycerin, Urea, Saccharide Hydrolysate, Magnesium Aspartate, Glycine, Alanine, Creatine, Benzotriazolyl Dodecyl p-Cresol, Butylene Glycol, Propylene Glycol, Fragrance (Parfum), Linalool, Benzyl Salicylate, Coumarin, Hexyl Cinnamal, Limonene, Mica (CI 77019), Titanium Dioxide (CI 77891), Yellow 5 (CI 19140), Red 40 (CI 16035).",https://www.ulta.com/p/healing-moisture-moi-moi-hair-masque-pimprod2030580
Apple Cider Detox Scrub,FEKKAI,4.5,"Water / Aqua / Eau, Cetearyl Alcohol, Oryza Sativa (Rice) Powder, Brassicamidopropyl Dimethylamine, Behentrimonium Chloride, Brassica Alcohol, Cetyl Esters, Triheptanoin, Zingiber Officinale (Ginger) Root Powder, Pyrus Malus (Apple) Fruit Extract, Vinegar/Acetum/Vinaigre, Ribes Nigrum (Black Currant) Fruit Powder, Cetyl Alcohol, Brassicyl Valinate Esylate, Jojoba Esters, Hydrogenated Ethylhexyl Olivate, Glycerin, Propanediol, Trehalose, Pelvetia Canaliculata Extract, Helianthus Annuus (Sunflower) Seed Wax, Leptospermum Scoparium Branch/Leaf Oil, Panthenol, Magnolia Officinalis Bark Extract, Epilobium Angustifolium Flower/Leaf/Stem Extract, Zingiber Officinale (Ginger) Root Extract, Phaeodactylum Tricornutum Extract, Lavandula Angustifolia (Lavender) Flower Extract, Salvia Hispanica Seed Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Leontopodium Alpinum Extract, Piper Nigrum (Pepper) Seed Extract, Caesalpinia Spinosa Fruit Extract, Helianthus Annuus (Sunflower) Sprout Extract, Helianthus Annuus (Sunflower) Extract, Hydrolyzed Vegetable Protein, Oryza Sativa (Rice) Seed Protein, Oryza Sativa (Rice) Extract, Oryza Sativa (Rice) Bran Extract, Guar Hydroxypropyltrimonium Chloride, Xylitol, Hydrogenated Olive Oil Unsaponifiables, Arginine PCA, Salicylic Acid, Tocopherol, Maltodextrin, Gluconolactone, Galactaric Acid, Calcium Gluconate, Polyglycerin-3, Caprylyl/Caprylyl Glucoside, Polysorbate 60, Octyldodecanol, Sorbitan Oleate, Ethyl Linoleate, Ethyl Oleate, Polyquaternium-37, Potassium Sorbate, Sodium Benzoate, Sorbic Acid, Benzoic Acid, Sodium Phosphate, Phytic Acid, Caprylic Acid, Ethylhexylglycerin, Benzyl Alcohol, Chlorphenesin, Caprylyl Glycol, Phenoxyethanol, Fragrance / Parfum, Sodium Metabisulfite, C13-16 Isoparaffin, Citric Acid, Potassium Hydroxide, Limonene, Linalool, Citronellol, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate.",https://www.ulta.com/p/apple-cider-detox-scrub-pimprod2027249
Extreme CAT Anti-Damage Protein Reconstructing Rinse-Off Treatment,Redken,4.3,"Aqua/Water/Eau, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Magnesium Sulfate, Laureth-23, Taurine, Sodium Benzoate, Parfum/Fragrance, Cocamidopropyl Betaine, Salicylic Acid, Polyquaternium-10, Arginine, Lysine Hydrochloride/Lysine Hcl, Phenoxyethanol, Linalool, Hexyl Cinnamal, Citronellol (D50156/2).",https://www.ulta.com/p/extreme-cat-anti-damage-protein-reconstructing-rinse-off-treatment-xlsImpprod15511091
"Hair Care Kit System 6, Chemically Treated Hair with Progressed Thinning",Nioxin,4.3,"Cleanser Shampoo: Water/Eau, Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Citric Acid, Sodium Citrate, Sodium Xylenesulfonate, Cocamide Mea, Sodium Benzoate, Sodium Chloride, Salicylic Acid, Polysorbate 20, Propylene Glycol, Mentha Piperita (Peppermint) Oil, Mentha Arvensis Leaf Oil, Menthol, Tetrasodium Edta, Trisodium Ethylenediamine Disuccinate, Sodium Hydroxide, Methylparaben, Glycerin, Linoleamidopropyl Pg-Dimonium Chloride Phosphate, Guar Hydroxypropyltrimonium Chloride, Camellia Sinensis Leaf Extract, Hydrolyzed Silk, Tocopheryl Acetate, Biotin, Lecithin, Niacinamide, Panthenol, Aleurites Moluccanus Seed Oil, Foeniculum Vulgare (Fennel) Fruit Extract, Yeast Extract/Extrait De Levure, Acer Saccharum (Sugar Maple) Extract, Citrus Limon (Lemon) Peel Extract, Saccharum Officinarum Extract, Vaccinium Myrtillus Leaf Extract, Yellow 5, Red 33, Citrus Aurantium Dulcis (Orange) Fruit Extract, Potassium Sorbate.,Scalp Therapy Conditioner: Water/Eau, Stearyl Alcohol, Cetyl Alcohol, Stearamidopropyl Dimethylamine, Phenoxyethanol, Benzyl Alcohol, Dicetyldimonium Chloride, Glutamic Acid, Bis- Aminopropyl Dimethicone, Propylene Glycol, Methylparaben, Propylparaben, Mentha Piperita (Peppermint) Oil, Mentha Arvensis Leaf Oil, Menthol, Edta, Sodium Chloride, Camellia Sinensis Leaf Extract, Polysorbate 20, Biotin, Lecithin, Niacinamide, Panthenol, Tocopheryl Acetate, Foeniculum Vulgare (Fennel) Fruit Extract, Orange 4, Yeast Extract/Extrait De Levure, Acer Saccharum (Sugar Maple) Extract, Citrus Limon (Lemon) Peel Extract, Saccharum Officinarum Extract, Vaccinium Myrtillus Leaf Extract, Hydrolyzed Silk, Citrus Aurantium Dulcis (Orange) Fruit Extract, Aleurites Moluccanus Seed Oil, Potassium Sorbate, Sodium Benzoate.,Scalp and Hair Treatment: Water/Eau, Niacinamide, Phenylbenzimidazole Sulfonic Acid, Polysorbate 20, Caffeine, Benzophenone-4, Sodium Hydroxide, Benzyl Alcohol, Sodium Benzoate, Phenoxyethanol, Peg-12 Dimethicone, Citric Acid, Cocamidopropyl Betaine, Acetamide Mea, Isopropyl C12-15-Pareth-9 Carboxylate, Tetrasodium Edta, Propylene Glycol, Methyl Nicotinate, Sodium Chloride, Polysorbate 60, Polysorbate 80, Mentha Piperita (Peppermint) Oil, Mentha Arvensis Leaf Oil, Menthol, Peg-23M, Camellia Sinensis Leaf Extract, Hydrolyzed Silk, Biotin, Lecithin, Tocopheryl Acetate, Aleurites Moluccanus Seed Oil, Foeniculum Vulgare (Fennel) Fruit Extract, Silica, Yeast Extract/Extrait De Levure, Acer Saccharum (Sugar Maple) Extract, Citrus Limon (Lemon) Peel Extract, Saccharum Officinarum Extract, Vaccinium Myrtillus Leaf Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Potassium Sorbate.",https://www.ulta.com/p/hair-care-kit-system-6-chemically-treated-hair-with-progressed-thinning-xlsImpprod17531179
Invigo Nutri-Enrich Mask,Wella,4.4,"Aqua/Water/Eau, Stearyl Alcohol, Behentrimonium Chloride, Cetyl Alcohol, Bis-Aminopropyl Dimethicone, Panthenol, Isopropyl Alcohol, Benzyl Alcohol, Phenoxyethanol, Fragrance/Parfum, Methylparaben, Tocopheryl Acetate, Glycerin, Propylparaben, Disodium EDTA, Oleic Acid, Limonene, Benzyl Salicylate, Hexyl Cinnamal, Lycium Barbarum Fruit Extract, Citric Acid, Sodium Benzoate, Lactic Acid, Potassium Sorbate.",https://www.ulta.com/p/invigo-nutri-enrich-mask-pimprod2003725
Blueberry & Mint Tea Hair Growth & Scalp Treatment,CURLS,4.9,"Certified Organic Safflower Seed Oil, Certified Organic Soybean Oil, Certified Organic Caprylic/Capric/Myristic/Stearic Triglyceride, Certified Organic Sunflower Seed Oil, Menthol, Certified Organic Coconut Oil, Octyl Palmitate, Certified Organic Blueberry Seed Oil, Certified Organic Shea Butter, Certified Organic Cornmint Oil, Tocopherol, Fragrance.",https://www.ulta.com/p/blueberry-mint-tea-hair-growth-scalp-treatment-pimprod2025621
Hairdresser's Invisible Oil Ultra Rich Hyaluronic Treatment Lotion,Bumble and bumble,4.6,"Water\Aqua\Eau, Propanediol, C14-22 Alcohols, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Macadamia Integrifolia Seed Oil, Cocos Nucifera (Coconut) Oil, Helianthus Annuus (Sunflower) Seed Oil, Argania Spinosa Kernel Oil, Gardenia Tahitensis (Tiare) Flower Extract, Squalane, Dimethicone, Hyaluronic Acid, Sodium Hyaluronate, Hydrogenated Castor Oil/ Sebacic Acid Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Caprylate, Carthamus Tinctorius (Safflower) Seed Oil, Phospholipids, Citrullus Lanatus (Watermelon) Seed Oil, Bis-Ethyl(Isostearylimidazoline) Isostearamide, Octyldodecyl Citrate Crosspolymer, C12-20 Alkyl Glucoside Tocopherol, Polymethylsilsesquioxane, Xanthan Gum, Sodium Hydroxide, Citric Acid, Ethylhexyl Salicylate, Ethylhexyl Methoxycinnamate, Fragrance (Parfum), Limonene, Linalool, Hexyl Cinnamal, Coumarin, BHT, Sodium Phytate, Potassium Sorbate, Phenoxyethanol.",https://www.ulta.com/p/hairdressers-invisible-oil-ultra-rich-hyaluronic-treatment-lotion-pimprod2029160
"Scalp Therapy Conditioner, System 5 (Chemically Treated/Bleached Hair/Normal to Light Thinning)",Nioxin,4.3,"Water, Stearyl Alcohol, Behentrimonium Chloride, Cetyl Alcohol, Bis-Aminopropyl Dimethicone, Benzyl Alcohol, Fragrance, Disodium EDTA, Propylene Glycol, Mentha Piperita (Peppermint) Oil, Mentha Arvensis Leaf Oil, Menthol, Sodium Hydroxide, Methylisothiazolinone, Camellia Sinensis Leaf Extract, Lecithin, Foeniculum Vulgare (Fennel) Fruit Extract, Saccharomyces/Magnesium Ferment, Biotin/Folic Acid/Cyanocobalamin/Niacinamide/Pantothenic Acid/Pyridoxine/Riboflavin/Thiamine/Yeast Polypeptides, Yeast Extract, Saccharomyces/Iron Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Hydrolyzed Silk, Aleurites Moluccana Seed Oil.",https://www.ulta.com/p/scalp-therapy-conditioner-system-5-chemically-treatedbleached-hairnormal-light-thinning-xlsImpprod4450371
BosRevive Non Color-Treated Hair 30 Day Kit,BosleyMD,3.2,"Shampoo: Water/Aqua/Eau, Sodium Cocoyl Isethionate, Sodium Lauroyl Methyl Isethionate, Potassium Cocoyl Glycinate, Capryloyl/Caproyl Methyl Glucamide, Phenoxyethanol, Lauroyl/Myristoyl Methyl Glucamide, Potassium Cocoate, Peg-120 Methyl Glucose Dioleate, Menthol, Citric Acid, Fragrance (Parfum), Polyquaternium-10, Trisodium Ethylenediamine Disuccinate, Panthenol, Potassium Sorbate, Ethylhexylglycerin, Caprylic/Capric Triglyceride, Sodium Benzoate, Hexyl Cinnamal, Glycerin, Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol, Tocopherol, Tocopheryl Acetate, Sclerocarya Birrea Seed Oil, Caprylyl Glycol, 1,2-Hexanediol, Disodium Edta, Hamamelis Virginiana (Witch Hazel) Water, Apium Graveolens (Celery) Seed Extract, Myristoyl Pentapeptide-17, Benzoic Acid, Carthamus Tinctorius (Safflower) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Butylene Glycol, Rice Amino Acids, Soy Amino Acids, Rosmarinus Officinalis (Rosemary) Leaf Extract, Cucurbita Pepo (Pumpkin) Seed Extract, Serenoa Serrulata Fruit Extract, Ppg-26-Buteth-26, Peg-40 Hydrogenated Castor Oil, Algae Extract, Benzyl Alcohol, Chlorphenesin, Tetrasodium Edta, Apigenin, Biotinoyl Tripeptide-1, Oleanolic Acid, Hexylene Glycol.,Conditioner: Water/Aqua/Eau, Cetearyl Alcohol, Brassicamidopropyl Dimethylamine, Cetrimonium Chloride, Propanediol, Dimethicone, Isopropyl Alcohol, Phenoxyethanol, Caprylyl Glycol, Citric Acid, Hydroxyethylcellulose, Menthol, Polyquaternium-55, Fragrance (Parfum), Amodimethicone, Polyquaternium-11, Isopentyldiol, Peg-2m, Helianthus Annuus (Sunflower) Seed Oil, Panthenol, Glycerin, Trideceth-12, Hydrolyzed Soy Protein, Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol, Hexyl Cinnamal, Superoxide Dismutase, Lavandula Angustifolia (Lavender) Extract, Serenoa Serrulata Fruit Extract, Sodium Pca, Urtica Dioica (Nettle) Extract, Caprylic/Capric Triglyceride, Potassium Sorbate, Polyamide-2, Disodium Edta, Tocopherol, 1,2-Hexanediol, Sodium Benzoate, Myristoyl Pentapeptide-17, Alaria Esculenta Extract, Benzoic Acid, Biotin, Folic Acid, Niacin, Saccharomyces Ferment Lysate Filtrate, Ubiquinone, Saccharomyces/Magnesium Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Saccharomyces/Iron Ferment.,Thickening Treatment: Water/Aqua/Eau, Phenoxyethanol, Polysorbate 20, Cetrimonium Chloride, Butylene Glycol, Glycerin, Panthenol, Polyimide-1, Sodium Benzoate, Hexylene Glycol, Amodimethicone, Fragrance (Parfum), Citric Acid, Polyquaternium-11, Ethylhexylglycerin, Xylitol, Lactitol, C11-15 Pareth-7, Cucurbita Pepo (Pumpkin) Seed Extract, Aloe Barbadensis Leaf Juice, Laureth-9, Hydrolyzed Soy Protein, Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol, Hydrolyzed Rice Protein, Trideceth-12, Ppg-26-Buteth-26, Malus Domestica Fruit Cell Culture Extract, Linalool, Peg-40 Hydrogenated Castor Oil, Acetic Acid, Hexapeptide-11, Benzyl Nicotinate, Helianthus Annuus (Sunflower) Seed Extract, Hexyl Cinnamal, Methyl Nicotinate, Potassium Sorbate, Tocopherol, Disodium Edta, Limonene, Sodium Acetate, Xanthan Gum, Peg-4 Dilaurate, Peg-4 Laurate, Chlorphenesin, Helianthus Annuus (Sunflower) Seed Oil, Apigenin, Oleanolic Acid, Iodopropynyl Butylcarbamate, Biotinoyl Tripeptide-1, Peg-4, Lecithin, Salicylic Acid, Sorbic Acid, Citrus Limon (Lemon) Peel Extract, Caprylic/Capric Triglyceride, 1,2-Hexanediol, Caprylyl Glycol, Camellia Sinensis Leaf Extract, Saccharum Officinarum (Sugar Cane) Extract, Myristoyl Pentapeptide-17, Ahnfeltiopsis Concinna Extract, Alaria Esculenta Extract, Benzoic Acid, Pyrus Malus (Apple) Fruit Extract, Propylene Glycol, Sodium Dehydroacetate.",https://www.ulta.com/p/bosrevive-non-color-treated-hair-30-day-kit-pimprod2017420
DHT Blocking Supplements for Hair Growth,BosleyMD,4.8,,https://www.ulta.com/p/dht-blocking-supplements-hair-growth-pimprod2034959
